lead_id,source,industry,company_size,website_visits,pages_viewed,demo_requested,email_opens,days_since_signup,sales_touchpoints,converted
1060,Webinar,Retail,Enterprise,4,4,0,3,8,2,0
1061,Organic,Healthcare,SMB,8,6,0,4,60,0,0
1062,Organic,Healthcare,SMB,9,12,0,4,50,6,1
1063,Paid Search,SaaS,Mid-Market,1,2,0,2,8,2,0
1064,Outbound,Manufacturing,Enterprise,4,6,1,4,32,1,0
1065,Outbound,Retail,SMB,3,6,0,2,27,3,0
1066,Paid Search,Manufacturing,Enterprise,2,1,0,4,40,4,0
1067,Outbound,Finance,Mid-Market,10,5,0,1,18,1,1
1068,Paid Search,Healthcare,SMB,0,5,0,0,52,3,1
1069,Webinar,Retail,SMB,4,9,0,2,26,0,0
1070,Outbound,Retail,SMB,4,10,0,1,43,1,0
1071,Referral,Manufacturing,SMB,3,5,1,4,22,2,1
1072,Organic,Retail,Enterprise,5,9,0,4,46,1,0
1073,Paid Search,SaaS,Mid-Market,4,1,0,5,23,3,0
1074,Organic,Retail,Mid-Market,8,7,0,7,29,0,0
1075,Outbound,Retail,SMB,6,6,0,3,59,3,1
1076,Referral,SaaS,Mid-Market,6,7,0,3,57,1,0
1077,Webinar,Finance,Mid-Market,2,5,1,5,55,2,0
1078,Referral,Finance,Mid-Market,5,6,0,2,53,2,0
1079,Outbound,Healthcare,Enterprise,2,5,0,2,17,1,0
1080,Outbound,SaaS,Enterprise,1,2,0,6,31,4,0
1081,Paid Search,Manufacturing,Enterprise,3,5,0,2,35,0,0
1082,Organic,Manufacturing,Enterprise,5,6,0,4,50,0,0
1083,Outbound,Manufacturing,Enterprise,0,8,1,3,34,0,0
1084,Referral,Retail,SMB,0,7,0,2,37,2,0
1085,Webinar,SaaS,Enterprise,6,5,0,4,34,1,0
1086,Outbound,SaaS,Enterprise,4,6,0,2,31,0,1
1087,Paid Search,Healthcare,SMB,4,10,0,3,49,2,1
1088,Organic,Finance,Mid-Market,4,10,1,2,50,1,1
1089,Paid Search,SaaS,Enterprise,3,9,1,2,40,2,1
1090,Organic,Manufacturing,Enterprise,1,5,1,3,30,3,1
1091,Referral,Retail,SMB,3,5,0,5,38,0,1
1092,Webinar,Healthcare,SMB,3,7,0,7,36,3,1
1093,Referral,SaaS,Mid-Market,3,8,1,2,49,2,1
1094,Paid Search,Manufacturing,Mid-Market,5,7,0,0,51,3,0
1095,Outbound,Retail,SMB,7,5,1,0,18,1,1
1096,Paid Search,Healthcare,SMB,4,4,0,2,4,1,0
1097,Organic,Healthcare,SMB,2,4,0,3,42,4,0
1098,Webinar,SaaS,Enterprise,3,4,1,4,40,2,1
1099,Organic,Finance,SMB,5,4,0,3,54,1,1
1100,Outbound,Finance,Mid-Market,4,6,0,1,27,3,0
1101,Organic,Manufacturing,SMB,6,5,0,2,10,1,0
1102,Referral,Healthcare,Mid-Market,5,2,1,1,13,4,1
1103,Referral,SaaS,Enterprise,4,7,1,5,6,1,1
1104,Outbound,Healthcare,SMB,4,4,1,3,46,2,1
1105,Referral,Retail,SMB,8,6,1,3,38,5,1
1106,Webinar,Manufacturing,Mid-Market,6,5,0,1,21,3,0
1107,Organic,Healthcare,SMB,4,6,0,2,15,3,0
1108,Referral,Manufacturing,Enterprise,1,3,0,3,42,1,1
1109,Paid Search,Healthcare,SMB,2,7,0,3,41,1,0
1110,Paid Search,Healthcare,SMB,0,7,0,3,12,2,0
1111,Outbound,Healthcare,SMB,2,10,0,1,59,0,1
1112,Paid Search,Retail,SMB,4,5,1,5,2,4,1
1113,Webinar,Manufacturing,SMB,3,4,0,1,2,4,1
1114,Referral,Healthcare,Mid-Market,8,7,0,5,45,1,1
1115,Outbound,Manufacturing,SMB,4,7,0,5,25,0,0
1116,Outbound,Finance,Enterprise,5,6,0,4,49,0,0
1117,Referral,Finance,SMB,7,8,0,2,54,1,0
1118,Outbound,Finance,Mid-Market,5,6,0,1,28,1,0
1119,Organic,Retail,Mid-Market,5,5,0,1,41,1,1
1120,Outbound,SaaS,SMB,1,10,0,7,41,1,0
1121,Organic,Finance,SMB,4,13,0,2,43,1,0
1122,Outbound,Healthcare,Mid-Market,1,7,0,3,51,1,0
1123,Paid Search,Retail,Mid-Market,3,2,0,0,25,7,0
1124,Outbound,Healthcare,SMB,4,5,0,3,12,6,0
1125,Outbound,SaaS,SMB,2,6,0,5,51,2,1
1126,Webinar,Healthcare,Mid-Market,2,4,0,3,27,1,0
1127,Webinar,Finance,Enterprise,1,5,1,2,19,0,1
1128,Referral,Healthcare,Mid-Market,2,10,1,0,31,2,0
1129,Paid Search,Finance,SMB,0,7,0,3,46,0,1
1130,Paid Search,Retail,Mid-Market,5,7,0,4,32,2,1
1131,Paid Search,SaaS,Enterprise,3,1,0,2,5,3,0
1132,Paid Search,Healthcare,Enterprise,4,4,0,2,56,1,1
1133,Paid Search,Healthcare,Enterprise,1,10,0,3,46,4,0
1134,Organic,SaaS,SMB,2,3,0,5,32,3,0
1135,Outbound,Retail,SMB,4,8,0,1,31,2,0
1136,Paid Search,Manufacturing,SMB,5,7,0,4,60,3,0
1137,Paid Search,Retail,SMB,4,6,0,1,53,1,1
1138,Organic,Retail,Mid-Market,1,6,0,2,21,1,0
1139,Organic,Manufacturing,Mid-Market,4,5,0,2,5,4,0
1140,Paid Search,Healthcare,SMB,1,3,0,2,30,2,0
1141,Referral,Manufacturing,SMB,2,6,0,2,60,2,0
1142,Organic,Retail,Mid-Market,3,6,1,8,47,0,1
1143,Outbound,SaaS,Enterprise,1,7,0,3,36,3,0
1144,Paid Search,Finance,Enterprise,3,2,0,5,36,0,1
1145,Paid Search,Healthcare,SMB,7,4,1,1,30,2,1
1146,Paid Search,SaaS,SMB,2,7,0,2,49,3,0
1147,Referral,SaaS,SMB,5,4,0,4,30,0,1
1148,Referral,Manufacturing,Mid-Market,0,7,0,3,46,3,1
1149,Organic,Healthcare,SMB,2,4,0,2,7,3,0
1150,Organic,Finance,Mid-Market,5,7,0,4,50,1,0
1151,Referral,Healthcare,Enterprise,6,11,0,1,46,2,1
1152,Webinar,SaaS,SMB,1,7,0,5,22,1,0
1153,Organic,Manufacturing,SMB,3,8,0,2,4,0,0
1154,Organic,Manufacturing,Mid-Market,1,4,1,4,43,2,0
1155,Paid Search,Retail,SMB,5,4,0,2,46,1,0
1156,Organic,Finance,Enterprise,4,5,1,1,4,0,1
1157,Referral,Finance,Mid-Market,4,9,0,4,50,2,1
1158,Webinar,Finance,Mid-Market,2,7,0,1,22,3,0
1159,Paid Search,Finance,Enterprise,1,7,1,4,37,4,1
1160,Paid Search,Healthcare,Enterprise,3,6,0,3,45,2,0
1161,Organic,Manufacturing,SMB,4,7,0,6,35,3,1
1162,Paid Search,SaaS,Mid-Market,4,6,0,2,18,0,0
1163,Outbound,Manufacturing,Mid-Market,5,4,0,0,16,1,0
1164,Webinar,Retail,SMB,8,6,1,1,10,2,0
1165,Outbound,Healthcare,SMB,4,7,1,3,46,1,1
1166,Webinar,Finance,SMB,5,4,0,4,30,2,0
1167,Outbound,Retail,Mid-Market,6,10,0,4,8,1,1
1168,Referral,Retail,SMB,5,4,0,2,6,1,1
1169,Webinar,Manufacturing,Enterprise,10,10,0,9,51,0,1
1170,Referral,Finance,Mid-Market,4,7,1,4,5,1,1
1171,Organic,Manufacturing,SMB,1,11,1,1,48,2,1
1172,Organic,Retail,Enterprise,2,11,1,6,19,1,1
1173,Webinar,Manufacturing,SMB,4,8,0,2,2,2,0
1174,Organic,Manufacturing,SMB,6,7,0,3,37,5,1
1175,Referral,Finance,Enterprise,4,8,0,3,45,0,0
1176,Outbound,Healthcare,SMB,4,8,0,3,53,2,0
1177,Paid Search,Healthcare,Mid-Market,3,5,1,3,52,2,1
1178,Outbound,Healthcare,SMB,6,6,1,0,27,6,1
1179,Outbound,Retail,SMB,3,7,0,5,51,1,0
1180,Organic,SaaS,SMB,3,10,0,2,35,2,1
1181,Paid Search,Healthcare,Mid-Market,4,4,0,2,59,3,0
1182,Webinar,Finance,SMB,7,8,0,0,17,1,1
1183,Paid Search,Finance,SMB,5,11,0,6,34,2,0
1184,Organic,Finance,Mid-Market,2,4,0,2,18,4,0
1185,Organic,Finance,Mid-Market,5,7,0,5,13,2,0
1186,Referral,Healthcare,Mid-Market,2,5,0,5,59,0,0
1187,Organic,Finance,SMB,5,6,0,3,26,0,1
1188,Outbound,Manufacturing,Mid-Market,4,9,0,5,21,3,1
1189,Paid Search,Manufacturing,Mid-Market,4,1,0,5,15,0,0
1190,Organic,Healthcare,SMB,3,7,0,5,54,1,1
1191,Referral,Healthcare,Enterprise,3,4,0,2,57,1,1
1192,Organic,Retail,Enterprise,6,7,0,2,46,0,1
1193,Outbound,Finance,Mid-Market,3,2,0,3,7,2,1
1194,Organic,Retail,SMB,3,8,0,4,48,3,0
1195,Webinar,Retail,Mid-Market,5,8,0,5,11,1,0
1196,Organic,SaaS,Mid-Market,4,6,0,3,42,2,0
1197,Outbound,Retail,Mid-Market,3,2,0,5,59,1,0
1198,Organic,Retail,Mid-Market,4,10,0,0,48,2,0
1199,Outbound,Manufacturing,Mid-Market,4,1,0,3,48,3,0
1200,Outbound,SaaS,Enterprise,5,7,1,1,21,2,0
1201,Organic,Finance,SMB,4,5,1,2,31,1,0
1202,Paid Search,Retail,Mid-Market,4,7,0,3,39,5,1
1203,Outbound,Retail,SMB,6,9,0,3,42,4,0
1204,Webinar,Finance,Mid-Market,0,8,0,3,6,3,1
1205,Paid Search,Retail,Mid-Market,4,2,1,5,14,4,1
1206,Organic,SaaS,Mid-Market,4,6,1,5,35,0,1
1207,Organic,Retail,Mid-Market,3,12,0,1,20,1,0
1208,Webinar,Healthcare,SMB,6,9,0,3,58,1,0
1209,Paid Search,SaaS,SMB,7,6,0,3,50,3,0
1210,Paid Search,Manufacturing,SMB,1,7,0,5,28,1,0
1211,Paid Search,Retail,SMB,3,7,0,3,47,4,0
1212,Webinar,Retail,SMB,4,5,0,4,38,1,0
1213,Paid Search,Retail,SMB,5,6,0,6,14,3,1
1214,Organic,SaaS,SMB,5,7,0,1,35,1,1
1215,Referral,Retail,Mid-Market,0,9,0,2,17,1,0
1216,Organic,Retail,SMB,4,8,0,3,25,4,1
1217,Paid Search,Manufacturing,SMB,7,9,1,3,22,2,1
1218,Organic,Manufacturing,SMB,5,6,0,3,2,1,0
1219,Paid Search,Retail,Mid-Market,6,7,0,1,11,1,0
1220,Referral,Manufacturing,Enterprise,5,5,0,4,34,1,0
1221,Webinar,Retail,SMB,5,4,0,2,13,3,0
1222,Outbound,Manufacturing,SMB,3,7,1,4,11,1,1
1223,Organic,Retail,SMB,4,6,0,5,45,3,1
1224,Paid Search,Healthcare,SMB,8,8,0,3,35,3,0
1225,Outbound,Healthcare,SMB,2,3,0,1,2,2,1
1226,Webinar,Manufacturing,Enterprise,5,4,0,4,38,4,0
1227,Outbound,SaaS,Mid-Market,1,3,0,4,26,0,0
1228,Paid Search,Manufacturing,SMB,1,3,0,4,33,1,0
1229,Paid Search,Manufacturing,SMB,2,9,0,4,12,4,1
1230,Paid Search,Healthcare,SMB,3,9,0,1,53,3,0
1231,Organic,Manufacturing,SMB,2,11,0,1,15,0,0
1232,Webinar,Finance,SMB,4,7,0,2,58,0,0
1233,Outbound,Finance,SMB,1,7,0,2,20,2,0
1234,Outbound,Manufacturing,Enterprise,0,9,0,6,9,1,0
1235,Webinar,Manufacturing,SMB,4,2,0,1,58,2,1
1236,Organic,Retail,SMB,4,6,0,4,50,1,0
1237,Outbound,Retail,Enterprise,2,4,0,2,19,1,0
1238,Referral,SaaS,SMB,3,6,1,3,56,0,1
1239,Paid Search,Healthcare,Mid-Market,3,3,0,2,21,3,0
1240,Paid Search,Finance,Mid-Market,1,2,0,3,36,3,1
1241,Organic,Finance,Mid-Market,4,6,0,2,24,0,1
1242,Paid Search,Manufacturing,Enterprise,11,9,0,6,5,1,0
1243,Referral,Finance,Mid-Market,4,3,0,1,54,0,0
1244,Outbound,SaaS,SMB,5,7,0,6,49,1,1
1245,Webinar,SaaS,Enterprise,4,6,0,2,42,0,0
1246,Paid Search,Retail,SMB,5,4,0,4,16,3,0
1247,Paid Search,SaaS,Mid-Market,3,7,0,5,5,0,0
1248,Outbound,SaaS,Mid-Market,4,5,0,0,17,3,0
1249,Outbound,Retail,Enterprise,4,6,1,4,18,2,1
1250,Organic,Finance,Mid-Market,4,10,0,3,26,2,1
1251,Outbound,Healthcare,SMB,2,2,0,1,44,1,0
1252,Webinar,Finance,SMB,1,5,0,1,33,1,1
1253,Paid Search,Retail,Mid-Market,7,6,0,4,30,1,0
1254,Organic,Healthcare,SMB,1,9,0,2,9,1,0
1255,Organic,SaaS,Mid-Market,7,7,0,5,56,2,1
1256,Paid Search,Retail,Enterprise,3,5,0,2,48,1,0
1257,Referral,SaaS,Mid-Market,4,8,0,1,39,2,0
1258,Referral,Finance,Mid-Market,5,7,0,5,10,2,0
1259,Outbound,Finance,SMB,5,12,0,2,57,2,0
1260,Organic,Retail,SMB,8,6,0,1,46,2,0
1261,Paid Search,Finance,Enterprise,4,2,0,1,6,3,0
1262,Paid Search,Healthcare,SMB,5,9,0,5,33,2,1
1263,Referral,Manufacturing,Mid-Market,2,3,1,5,58,2,0
1264,Outbound,Finance,SMB,2,4,0,4,19,1,0
1265,Webinar,Finance,Mid-Market,4,8,0,4,15,2,0
1266,Organic,Finance,Mid-Market,7,8,0,1,34,2,0
1267,Paid Search,Finance,SMB,4,6,0,5,59,3,0
1268,Organic,Healthcare,Enterprise,7,7,0,3,40,2,0
1269,Organic,Retail,SMB,2,2,1,2,6,0,1
1270,Organic,Healthcare,SMB,4,11,0,6,39,2,0
1271,Paid Search,Retail,Enterprise,4,2,0,3,52,3,0
1272,Outbound,Healthcare,Mid-Market,1,5,0,0,31,1,0
1273,Webinar,SaaS,SMB,5,2,0,5,12,0,0
1274,Organic,Retail,Mid-Market,8,4,0,3,8,4,1
1275,Paid Search,SaaS,Mid-Market,7,6,0,3,47,0,0
1276,Organic,SaaS,Mid-Market,3,10,0,1,7,2,1
1277,Organic,Healthcare,Mid-Market,3,7,0,4,18,4,1
1278,Organic,Healthcare,SMB,3,9,1,4,23,2,1
1279,Referral,Healthcare,SMB,2,9,1,3,34,2,0
1280,Outbound,Healthcare,Enterprise,3,7,0,2,55,2,1
1281,Paid Search,Manufacturing,SMB,3,3,0,3,3,3,1
1282,Organic,Healthcare,SMB,3,5,0,4,35,1,0
1283,Organic,Finance,SMB,1,5,0,3,31,3,0
1284,Outbound,Retail,SMB,4,5,0,4,42,4,0
1285,Referral,Manufacturing,Mid-Market,3,1,0,0,31,3,0
1286,Webinar,Finance,Mid-Market,4,8,0,5,5,2,0
1287,Referral,Retail,Enterprise,4,6,0,2,30,0,0
1288,Referral,Healthcare,Mid-Market,2,5,0,1,48,4,0
1289,Outbound,Manufacturing,Mid-Market,4,3,0,3,12,4,1
1290,Organic,Finance,SMB,7,11,0,3,41,0,0
1291,Outbound,Manufacturing,Mid-Market,8,4,1,4,8,5,1
1292,Paid Search,Finance,Mid-Market,3,5,0,3,57,1,0
1293,Paid Search,Retail,Mid-Market,1,3,0,1,22,4,1
1294,Organic,Manufacturing,SMB,3,5,1,3,2,5,1
1295,Outbound,SaaS,SMB,1,5,0,2,4,2,0
1296,Paid Search,SaaS,Enterprise,8,9,0,3,45,3,1
1297,Webinar,Finance,Mid-Market,3,3,0,3,57,3,0
1298,Webinar,Healthcare,Enterprise,4,6,0,2,4,0,0
1299,Organic,Retail,Enterprise,5,6,0,5,49,2,0
1300,Paid Search,Retail,Enterprise,6,12,0,3,1,1,1
1301,Paid Search,Healthcare,Mid-Market,5,2,0,4,57,4,0
1302,Outbound,Finance,Mid-Market,3,8,1,6,17,5,1
1303,Webinar,Retail,SMB,1,7,0,8,14,1,0
1304,Paid Search,Retail,SMB,3,4,1,5,59,4,0
1305,Paid Search,Retail,Mid-Market,11,7,1,5,43,0,1
1306,Webinar,Retail,Mid-Market,3,10,0,4,37,3,0
1307,Referral,Healthcare,Mid-Market,4,3,0,5,53,1,0
1308,Webinar,Healthcare,Mid-Market,4,11,0,3,26,2,1
1309,Webinar,Manufacturing,Mid-Market,4,5,0,1,21,3,0
1310,Referral,Finance,SMB,1,5,0,8,55,2,0
1311,Paid Search,SaaS,Mid-Market,4,7,0,3,23,4,0
1312,Organic,Healthcare,Mid-Market,4,3,0,6,10,1,1
1313,Outbound,Retail,SMB,3,6,0,3,22,2,0
1314,Referral,Finance,SMB,4,7,0,5,10,1,0
1315,Paid Search,SaaS,SMB,6,3,0,0,18,4,0
1316,Webinar,Finance,SMB,5,10,0,2,36,3,1
1317,Referral,Retail,Mid-Market,6,7,0,4,54,1,0
1318,Paid Search,Healthcare,SMB,6,6,0,4,50,2,1
1319,Webinar,SaaS,Mid-Market,6,5,0,3,26,0,0
1320,Organic,Retail,Enterprise,7,3,0,4,55,2,1
1321,Paid Search,Retail,Mid-Market,4,5,0,2,5,2,1
1322,Paid Search,SaaS,Mid-Market,6,4,1,7,17,1,0
1323,Paid Search,Retail,Mid-Market,4,6,0,2,31,0,0
1324,Referral,Retail,SMB,3,7,0,5,50,2,1
1325,Paid Search,Healthcare,Enterprise,6,5,0,3,49,3,0
1326,Webinar,Healthcare,Mid-Market,6,9,0,4,33,3,1
1327,Outbound,Manufacturing,SMB,7,7,0,7,22,1,1
1328,Outbound,Finance,SMB,5,7,0,5,18,3,1
1329,Organic,Finance,Mid-Market,3,2,0,4,22,1,0
1330,Paid Search,Retail,Mid-Market,5,6,0,2,38,3,1
1331,Outbound,Retail,Mid-Market,4,6,0,1,26,4,0
1332,Webinar,Finance,SMB,4,9,0,0,31,4,1
1333,Paid Search,Manufacturing,Enterprise,2,8,0,3,43,1,0
1334,Paid Search,Healthcare,Enterprise,4,8,0,1,41,1,0
1335,Outbound,Finance,Mid-Market,3,6,0,6,59,4,0
1336,Referral,Finance,Mid-Market,3,7,0,4,5,0,0
1337,Organic,Manufacturing,Mid-Market,5,3,0,1,60,2,0
1338,Outbound,Retail,SMB,5,4,0,2,8,2,0
1339,Organic,SaaS,Mid-Market,5,2,0,5,5,2,1
1340,Referral,Finance,Mid-Market,5,8,0,1,6,3,0
1341,Referral,Retail,Mid-Market,4,3,0,4,4,4,1
1342,Webinar,Retail,SMB,3,4,0,4,54,2,1
1343,Organic,Manufacturing,Enterprise,4,4,1,1,23,2,0
1344,Webinar,Finance,Enterprise,3,7,0,5,23,6,0
1345,Outbound,Retail,SMB,5,9,0,2,25,1,0
1346,Paid Search,Healthcare,Enterprise,3,4,0,5,32,1,0
1347,Referral,Healthcare,Mid-Market,5,5,0,6,6,1,0
1348,Paid Search,Manufacturing,Enterprise,5,8,0,4,60,2,0
1349,Paid Search,Manufacturing,Mid-Market,5,5,0,4,49,0,0
1350,Referral,Manufacturing,SMB,3,2,0,2,9,1,0
1351,Organic,Healthcare,Mid-Market,4,6,0,4,21,2,1
1352,Organic,SaaS,SMB,3,6,0,2,25,1,0
1353,Outbound,Manufacturing,Enterprise,5,2,0,2,3,2,1
1354,Paid Search,Retail,Enterprise,5,5,0,8,7,2,0
1355,Webinar,Healthcare,Mid-Market,5,3,0,2,26,6,1
1356,Outbound,Healthcare,Enterprise,4,6,0,4,35,2,0
1357,Webinar,Manufacturing,Mid-Market,7,5,0,3,16,3,1
1358,Organic,Manufacturing,SMB,4,3,0,2,37,2,0
1359,Outbound,Retail,Mid-Market,2,2,0,2,5,1,0
1360,Webinar,Manufacturing,Mid-Market,4,7,0,6,38,2,0
1361,Outbound,Healthcare,SMB,4,3,0,0,13,1,0
1362,Webinar,Healthcare,SMB,2,7,0,3,21,0,0
1363,Referral,Finance,SMB,4,6,1,5,45,2,1
1364,Referral,Healthcare,SMB,9,8,0,3,17,3,1
1365,Outbound,Finance,Enterprise,8,4,0,4,22,0,0
1366,Paid Search,SaaS,Mid-Market,4,6,0,3,15,1,0
1367,Referral,Manufacturing,SMB,0,7,0,1,41,2,0
1368,Referral,Finance,Enterprise,6,6,1,2,14,1,0
1369,Webinar,Manufacturing,Mid-Market,5,8,0,5,18,3,1
1370,Paid Search,Finance,Mid-Market,4,9,1,5,22,0,0
1371,Webinar,SaaS,Mid-Market,7,0,0,4,26,0,1
1372,Organic,Retail,Mid-Market,2,2,0,3,55,1,0
1373,Referral,Retail,Mid-Market,3,3,0,2,23,4,1
1374,Outbound,Manufacturing,SMB,3,6,0,1,5,2,0
1375,Referral,Retail,Enterprise,3,5,0,5,10,0,0
1376,Outbound,Manufacturing,SMB,1,5,0,2,9,0,0
1377,Organic,Healthcare,SMB,4,7,0,0,38,1,0
1378,Paid Search,SaaS,Mid-Market,5,7,1,2,1,3,1
1379,Organic,Finance,Mid-Market,4,6,0,3,42,1,1
1380,Organic,Retail,Mid-Market,5,8,1,1,33,3,0
1381,Organic,Retail,Mid-Market,6,10,0,4,57,0,1
1382,Outbound,Healthcare,Mid-Market,5,5,0,4,23,4,0
1383,Outbound,Retail,SMB,7,4,0,2,38,4,1
1384,Paid Search,Finance,SMB,4,6,0,3,25,2,1
1385,Webinar,Manufacturing,SMB,8,6,0,3,38,0,1
1386,Outbound,Finance,Mid-Market,1,7,1,3,41,1,1
1387,Organic,Retail,Mid-Market,3,6,0,6,21,2,0
1388,Paid Search,Healthcare,Enterprise,3,8,0,2,44,3,0
1389,Outbound,Finance,SMB,3,4,0,7,31,1,0
1390,Organic,Manufacturing,SMB,4,7,0,4,60,1,0
1391,Paid Search,Retail,SMB,2,4,0,2,25,0,0
1392,Organic,Finance,SMB,4,5,0,1,13,1,0
1393,Referral,Finance,Mid-Market,3,11,0,2,26,0,0
1394,Outbound,Healthcare,Mid-Market,5,8,0,6,1,2,1
1395,Outbound,Healthcare,SMB,5,4,1,4,31,1,1
1396,Outbound,Retail,Mid-Market,9,6,1,0,56,0,1
1397,Webinar,Manufacturing,Mid-Market,6,3,1,1,56,2,1
1398,Referral,Manufacturing,Enterprise,2,5,0,3,8,4,0
1399,Referral,SaaS,Enterprise,6,3,0,2,5,1,0
1400,Organic,Finance,Mid-Market,7,8,0,1,51,2,0
1401,Paid Search,SaaS,SMB,3,6,0,6,14,1,0
1402,Webinar,Healthcare,SMB,2,4,0,2,38,1,0
1403,Referral,Finance,SMB,4,7,0,4,9,1,1
1404,Webinar,Healthcare,SMB,3,5,1,2,35,1,1
1405,Paid Search,Finance,SMB,5,10,1,3,15,0,1
1406,Referral,Manufacturing,Mid-Market,2,10,1,6,20,2,1
1407,Organic,Healthcare,SMB,1,13,1,5,1,0,1
1408,Organic,SaaS,Enterprise,9,9,0,3,51,1,1
1409,Organic,Finance,SMB,2,2,0,0,32,4,0
1410,Paid Search,SaaS,Mid-Market,3,6,0,4,42,2,0
1411,Paid Search,SaaS,SMB,4,5,0,3,38,3,0
1412,Outbound,Healthcare,Mid-Market,4,5,0,4,18,0,1
1413,Referral,SaaS,Mid-Market,4,4,0,4,38,5,1
1414,Paid Search,Retail,Enterprise,8,5,0,4,58,2,0
1415,Paid Search,Manufacturing,SMB,1,4,0,2,14,0,0
1416,Referral,Retail,Mid-Market,2,4,0,3,26,1,0
1417,Organic,Finance,SMB,4,7,1,2,25,6,1
1418,Paid Search,SaaS,Mid-Market,4,8,0,1,6,0,1
1419,Paid Search,Finance,Enterprise,6,10,0,4,5,1,1
1420,Outbound,Healthcare,Mid-Market,5,6,0,4,27,2,0
1421,Referral,Retail,Mid-Market,6,5,0,5,49,1,0
1422,Paid Search,Retail,Enterprise,4,6,0,2,14,0,1
1423,Paid Search,SaaS,SMB,3,4,1,0,54,2,1
1424,Referral,Retail,Enterprise,1,9,0,4,55,2,0
1425,Paid Search,Retail,Mid-Market,3,3,0,3,29,0,0
1426,Organic,SaaS,SMB,5,7,0,2,57,1,1
1427,Outbound,Manufacturing,Mid-Market,1,4,1,3,4,1,0
1428,Organic,Retail,Mid-Market,2,6,0,2,13,2,1
1429,Organic,Finance,Mid-Market,2,5,1,5,2,2,0
1430,Referral,Manufacturing,SMB,3,8,0,2,45,1,1
1431,Organic,Retail,Mid-Market,5,6,0,4,47,0,0
1432,Outbound,Retail,SMB,2,5,1,2,19,1,1
1433,Webinar,Retail,SMB,2,7,0,4,34,1,0
1434,Organic,Retail,SMB,4,3,0,2,9,0,0
1435,Organic,SaaS,SMB,5,5,0,5,26,1,1
1436,Organic,Retail,Mid-Market,3,9,0,5,3,3,0
1437,Webinar,Retail,Mid-Market,3,5,0,3,26,3,0
1438,Paid Search,Manufacturing,Enterprise,2,6,0,1,14,1,0
1439,Paid Search,Healthcare,Mid-Market,6,8,0,3,6,2,0
1440,Paid Search,Retail,SMB,5,6,0,4,47,4,0
1441,Webinar,Retail,SMB,4,1,0,1,56,1,0
1442,Paid Search,Retail,SMB,5,3,0,5,6,1,0
1443,Webinar,SaaS,Mid-Market,2,3,1,7,50,3,0
1444,Referral,SaaS,Mid-Market,1,5,1,1,34,2,1
1445,Organic,Finance,Mid-Market,7,6,0,5,4,3,1
1446,Webinar,Healthcare,Mid-Market,8,5,0,5,49,3,0
1447,Organic,Manufacturing,Mid-Market,5,6,0,2,17,1,0
1448,Paid Search,SaaS,Mid-Market,2,7,0,3,37,1,0
1449,Referral,Healthcare,SMB,1,7,0,6,32,2,1
1450,Organic,Healthcare,Enterprise,2,9,0,2,50,1,0
1451,Webinar,Finance,SMB,6,2,0,7,23,1,0
1452,Referral,Finance,Mid-Market,3,6,0,1,21,1,0
1453,Paid Search,Retail,Mid-Market,4,4,0,2,23,1,0
1454,Outbound,Healthcare,SMB,1,5,0,3,46,0,0
1455,Webinar,Retail,Mid-Market,4,7,0,6,29,0,0
1456,Outbound,Retail,SMB,6,4,0,5,39,1,0
1457,Outbound,Finance,SMB,5,7,1,11,53,3,1
1458,Referral,SaaS,Mid-Market,6,5,0,2,49,3,1
1459,Organic,SaaS,Mid-Market,4,1,0,4,26,4,0
1460,Organic,Healthcare,Mid-Market,2,7,0,3,30,1,0
1461,Organic,Healthcare,SMB,4,5,0,0,38,5,0
1462,Paid Search,SaaS,Mid-Market,2,6,0,2,43,3,0
1463,Outbound,Retail,Mid-Market,2,6,0,5,25,1,0
1464,Webinar,Retail,SMB,3,5,0,1,11,1,0
1465,Webinar,Manufacturing,Enterprise,5,5,0,3,25,1,0
1466,Referral,Finance,SMB,5,3,0,3,34,3,0
1467,Referral,Healthcare,SMB,3,7,0,4,57,3,0
1468,Referral,Healthcare,SMB,2,4,0,5,57,1,0
1469,Organic,SaaS,Mid-Market,3,5,0,4,55,2,0
1470,Paid Search,Manufacturing,SMB,5,3,0,1,18,3,1
1471,Organic,Finance,Mid-Market,6,3,0,4,43,0,0
1472,Outbound,Finance,Mid-Market,7,4,0,4,11,3,0
1473,Webinar,Manufacturing,Enterprise,1,8,0,3,42,0,0
1474,Organic,Manufacturing,SMB,5,7,0,0,26,1,0
1475,Referral,Manufacturing,Mid-Market,3,9,0,3,30,2,0
1476,Outbound,Manufacturing,Mid-Market,3,10,0,4,36,1,0
1477,Paid Search,Healthcare,Enterprise,6,4,0,2,18,0,0
1478,Webinar,Retail,Mid-Market,3,8,0,5,18,0,1
1479,Referral,Healthcare,Mid-Market,2,7,0,2,23,0,0
1480,Outbound,Healthcare,Mid-Market,2,4,0,3,18,1,0
1481,Paid Search,SaaS,Enterprise,2,5,0,4,30,2,0
1482,Outbound,Retail,Mid-Market,4,2,0,3,25,4,0
1483,Webinar,Retail,SMB,5,5,0,1,51,1,0
1484,Webinar,Manufacturing,Mid-Market,4,7,0,4,48,2,0
1485,Paid Search,Healthcare,Mid-Market,4,2,0,6,3,0,1
1486,Outbound,SaaS,Mid-Market,7,1,0,2,40,4,1
1487,Paid Search,SaaS,SMB,6,3,1,4,56,3,1
